 0.000000e+00 -6.901585e+01 
 7.629471e+02 -7.240347e+01 
 1.525894e+03 -8.511481e+01 
 2.288841e+03 -1.003945e+02 
 3.051788e+03 -1.202222e+02 
 3.814735e+03 -1.129480e+02 
 4.577682e+03 -1.085954e+02 
 5.340630e+03 -1.095171e+02 
 6.103577e+03 -1.180869e+02 
 6.866524e+03 -1.159569e+02 
 7.629471e+03 -1.086203e+02 
 8.392418e+03 -1.081103e+02 
 9.155365e+03 -1.138648e+02 
 9.918312e+03 -1.189703e+02 
 1.068126e+04 -1.081871e+02 
 1.144421e+04 -1.064634e+02 
 1.220715e+04 -1.102876e+02 
 1.297010e+04 -1.261746e+02 
 1.373305e+04 -1.077285e+02 
 1.449599e+04 -1.047051e+02 
 1.525894e+04 -1.070024e+02 
 1.602189e+04 -1.266761e+02 
 1.678484e+04 -1.073532e+02 
 1.754778e+04 -1.028389e+02 
 1.831073e+04 -1.038193e+02 
 1.907368e+04 -1.143498e+02 
 1.983662e+04 -1.072399e+02 
 2.059957e+04 -1.008648e+02 
 2.136252e+04 -1.006264e+02 
 2.212547e+04 -1.074229e+02 
 2.288841e+04 -1.077689e+02 
 2.365136e+04 -9.877904e+01 
 2.441431e+04 -9.733785e+01 
 2.517725e+04 -1.017897e+02 
 2.594020e+04 -1.100864e+02 
 2.670315e+04 -9.657162e+01 
 2.746609e+04 -9.386661e+01 
 2.822904e+04 -9.655684e+01 
 2.899199e+04 -1.240681e+02 
 2.975494e+04 -9.422740e+01 
 3.051788e+04 -9.010412e+01 
 3.128083e+04 -9.130622e+01 
 3.204378e+04 -1.052519e+02 
 3.280672e+04 -9.173270e+01 
 3.356967e+04 -8.589412e+01 
 3.433262e+04 -8.571344e+01 
 3.509557e+04 -9.374960e+01 
 3.585851e+04 -8.910400e+01 
 3.662146e+04 -8.098547e+01 
 3.738441e+04 -7.939629e+01 
 3.814735e+04 -8.419636e+01 
 3.891030e+04 -8.652694e+01 
 3.967325e+04 -7.492372e+01 
 4.043620e+04 -7.173976e+01 
 4.119914e+04 -7.404209e+01 
 4.196209e+04 -8.541114e+01 
 4.272504e+04 -6.673919e+01 
 4.348798e+04 -6.144778e+01 
 4.425093e+04 -6.113207e+01 
 4.501388e+04 -8.183048e+01 
 4.577682e+04 -5.365843e+01 
 4.653977e+04 -4.448428e+01 
 4.730272e+04 -3.919848e+01 
 4.806567e+04 -4.115926e+01 
 4.882861e+04 -1.142324e+01 
 4.959156e+04 -3.829689e+00 
 5.035451e+04 -3.590391e+00 
 5.111745e+04 -1.055376e+01 
 5.188040e+04 -3.505630e+01 
 5.264335e+04 -3.771300e+01 
 5.340630e+04 -4.436197e+01 
 5.416924e+04 -5.543667e+01 
 5.493219e+04 -6.746768e+01 
 5.569514e+04 -5.961711e+01 
 5.645808e+04 -6.129758e+01 
